0	6
16384	18
16386	20
2	25
3	16
16388	42
16389	1
6	3
8	24
9	1
16393	24
10	40
16397	4
13	16
15	5
16	2
16403	50
21	22
16406	6
22	1
16407	2
24	28
25	35
16411	7
27	3
16412	3
29	17
16414	14
16415	2
16417	41
16418	26
34	46
35	23
16419	1
16420	20
16421	2
16424	1
16425	33
41	22
16426	1
16427	1
16428	8
45	2
46	1
16433	12
49	1
16434	6
16435	1
16436	4
55	2
16441	13
58	1
16443	1
16444	7
60	7
61	1
16445	5
62	1
16446	1
63	24
16447	17
64	25
16448	6
65	1
16450	5
67	44
68	8
69	3
70	10
16454	15
71	22
16456	4
72	2
74	2
16459	1
76	1
77	53
16461	6
79	1
16464	38
80	2
82	1
16467	9
16468	14
85	3
86	1
16471	2
16472	9
88	1
16473	8
90	1
16475	13
16476	4
93	23
16477	2
16478	49
16479	28
95	1
16480	7
97	8
16481	1
99	2
16483	11
16484	1
16485	1
16486	15
102	1
16488	6
16489	7
105	1
106	8
16491	5
110	4
16494	9
16495	5
113	2
16497	3
16499	7
116	38
117	6
16502	23
119	26
120	1
16504	6
16505	3
16506	2
124	20
16508	7
125	10
16510	3
127	10
16511	4
128	10
16513	1
129	2
130	23
16515	18
131	14
132	4
133	6
16519	2
135	1
138	43
16522	2
16523	1
140	26
16524	1
16525	33
141	15
144	1
16529	3
146	2
16530	1
147	1
16533	4
149	2
16534	6
16535	1
16536	9
153	2
16537	4
154	7
16539	48
155	1
16540	12
156	1
16541	6
16542	13
158	23
16543	5
160	15
16544	10
16545	2
162	46
16547	17
16549	1
16550	7
16551	1
167	23
16552	3
16555	19
171	6
16556	5
16557	4
16558	2
16559	1
177	56
16563	21
180	10
16565	1
181	1
16566	1
16567	3
185	1
16569	10
186	18
16572	1
189	21
191	7
192	10
16576	13
193	13
16577	1
16578	2
195	1
16580	1
199	7
16583	29
201	1
16586	18
202	5
16589	9
205	1
16590	9
207	74
16591	1
208	1
209	1
16594	2
210	36
16595	7
16596	1
16597	6
16598	14
16599	1
16600	19
16601	21
218	28
16602	15
16603	14
219	10
16604	3
16606	1
223	1
16608	13
224	1
16610	1
227	1
16611	3
16613	1
230	1
16614	1
16616	58
16617	6
235	2
16619	11
16622	1
238	27
16624	10
241	27
16626	2
242	5
16627	11
16628	10
244	1
245	1
246	4
16630	4
247	22
248	6
16632	1
16633	2
250	20
251	1
252	30
253	25
16637	7
254	15
255	10
16639	3
256	3
16641	1
257	2
259	1
260	19
16644	26
16647	14
16648	2
265	2
16650	11
16651	5
268	15
269	19
16655	12
271	2
16656	7
273	1
16658	16
16659	22
276	8
16660	1
16661	26
16662	13
278	6
279	6
16663	2
280	20
16664	3
283	7
16669	38
285	2
16671	7
16672	16
289	4
16674	1
291	12
16675	1
293	3
16677	2
16679	1
296	19
16680	3
299	21
16684	1
16685	14
302	25
16686	1
303	8
16687	1
304	12
16688	1
305	1
16689	14
16691	20
16692	1
309	18
16693	26
311	20
313	6
314	47
16698	24
315	15
316	11
16702	3
320	5
321	46
16705	1
16708	51
16711	8
16712	3
330	19
16715	1
16716	8
332	2
16717	14
16718	3
16719	1
16720	15
337	1
16721	2
16722	27
16723	46
339	1
16724	2
16725	22
341	23
16727	2
344	23
345	1
16730	32
346	6
16731	1
16732	1
16733	3
350	1
352	4
354	19
16738	9
16739	9
16741	1
360	23
16745	1
16746	30
363	32
364	9
16748	1
366	6
16750	20
16752	6
368	25
369	23
16753	3
16754	7
371	1
372	5
374	29
16759	9
375	2
376	38
16761	8
16763	8
379	7
16765	1
381	5
382	4
16766	6
16767	1
384	1
16768	1
385	2
16769	37
387	23
16772	6
16773	9
390	24
16774	14
391	33
16776	1
392	1
16777	22
393	2
16778	30
16779	2
395	16
16780	2
16781	37
16782	8
16783	4
399	1
16784	11
400	43
16785	18
401	21
16786	9
402	10
403	1
16791	53
407	21
411	3
413	2
16799	1
16800	3
16802	2
421	2
16807	24
424	1
426	6
16811	12
429	3
16813	2
432	20
16816	2
433	2
434	1
435	49
436	7
16820	5
438	5
16822	5
16824	8
440	9
443	18
16827	3
444	1
445	3
446	22
16830	40
16831	6
16833	28
16834	3
451	23
16836	4
452	2
453	17
16838	23
454	3
16839	22
16840	2
16842	15
459	11
16843	3
16844	29
16845	20
462	12
16846	22
16847	3
463	5
465	24
16849	5
466	1
467	1
16851	5
16852	6
16854	1
472	21
16857	19
16858	1
16860	15
476	2
16861	21
479	3
16865	17
482	47
16868	16
485	4
16870	23
486	9
16871	19
488	11
16874	1
490	25
491	25
16877	9
494	14
496	29
497	2
16881	4
498	29
499	3
16883	2
16885	2
501	6
503	5
16888	4
504	7
16891	6
509	24
16894	10
16895	1
16896	14
512	15
513	25
16899	4
16900	13
517	18
16902	9
16903	23
16904	6
520	2
16905	30
521	1
16906	16
522	29
16907	10
523	20
16908	6
524	17
525	1
16909	2
16913	33
529	13
16915	1
16916	4
533	5
535	3
16921	11
16922	5
16924	4
543	3
16929	28
546	3
548	7
16933	4
551	1
16935	11
552	20
16936	1
553	2
16938	1
16939	1
555	10
556	1
557	8
558	13
16942	16
559	8
16943	1
560	1
16944	2
561	3
16947	1
16949	8
565	6
567	1
16952	29
568	3
16953	5
570	2
16955	10
571	1
16956	5
573	56
574	4
16960	19
576	28
16961	8
16963	7
16964	12
16965	3
16966	27
16967	37
583	2
584	27
16968	9
585	17
16969	10
586	1
587	1
16971	3
588	2
16973	2
16974	17
590	1
16976	5
16977	8
594	1
16979	1
596	5
16980	1
16982	3
16983	6
601	9
16985	1
603	1
16987	1
604	30
16990	19
607	28
16991	1
608	5
16992	1
609	1
16993	2
16995	1
612	22
16996	11
613	25
16997	1
16998	2
615	4
16999	1
616	33
617	5
17001	1
618	4
619	17
17003	19
620	10
621	5
17005	2
17007	9
17009	1
626	63
17010	1
628	14
17013	41
629	5
631	1
17016	1
17017	4
17018	3
634	3
17020	1
17021	5
637	2
17022	14
17023	5
17024	2
17025	12
642	19
17027	38
17028	50
645	1
17029	5
17030	17
646	18
17031	1
648	7
17032	3
649	1
650	17
17034	1
17035	33
651	2
17037	2
17038	1
17039	1
655	15
657	1
659	8
17043	11
17044	16
17046	3
662	1
665	53
17049	1
17051	18
668	23
17053	5
17055	24
17056	3
17057	1
673	1
674	3
17058	7
675	18
17059	1
17060	1
677	12
679	26
680	44
17064	6
681	9
682	9
17066	9
683	1
17068	6
684	2
686	4
687	33
17071	16
689	2
17074	24
690	1
692	1
17077	22
17078	9
17079	15
695	13
696	18
17082	15
698	4
17083	24
17084	6
701	1
17086	35
17087	3
17088	5
17089	20
705	1
706	1
17090	5
17091	11
707	36
17093	1
710	23
