L,a,b,term
41.22,-38.39,31.53,SI
61.7,-29.22,-21.27,SI
61.7,-51.58,26.3,SI
71.6,-22.32,-14.67,SI
41.22,-33.18,41.15,SI
61.7,-33.16,-16.42,SI
30.77,-22.84,-15.29,SI
41.22,-2.09,-40.81,SI
81.35,-33.8,12.41,SI
41.22,-53.43,8.61,SI
30.77,36.9,-32.14,SI
51.57,-32.36,-17.71,SI
41.22,-10.54,-39.65,SI
71.6,-39.21,-4.56,SI
51.57,-52.87,15.46,SI
41.22,-21.08,-28.21,SI
30.77,28.36,-39.75,SI
81.35,-21.19,-1.35,SI
71.6,6.06,-22.71,SI
71.6,-14.22,-19.9,SI
91.08,-12.69,1.23,SI
30.77,-25.67,-10.89,SI
61.7,-51.88,5.51,SI
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
30.77,-39.62,10.61,SI
61.7,-36.77,-10.9,SI
30.77,-23.96,27.29,SI
30.77,-7.86,-33.8,SI
71.6,-41.54,5.41,SI
61.7,-41.11,0.19,SI
61.7,-13.07,-37.55,SI
41.22,-52.68,3.36,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
30.77,-49.93,6.94,SI
51.57,-15.72,-29.08,SI
81.35,-16.44,-9.33,SI
61.7,-52.22,16.26,SI
71.6,-25.13,-11.03,SI
51.57,-21.72,-26.63,SI
41.22,-39.09,-8.33,SI
51.57,-40.14,52.84,SI
81.35,-32.18,1.81,SI
71.6,-18.37,-18.07,SI
51.57,-63.28,28.95,SI
30.77,-27.32,-6.72,SI
61.7,-22.98,-25.73,SI
51.57,14.19,-39.14,SI
51.57,-51.99,4.46,SI
20.54,-5.25,-25.49,SI
81.35,-33.63,8.67,SI
51.57,35.21,-24.66,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
51.57,-36.19,-11.99,SI
61.7,-39.17,-5.88,SI
30.77,-29.07,-1.92,SI
71.6,-40.91,1.15,SI
71.6,0.85,-31.32,SI
30.77,-10.88,-24.2,SI
81.35,-6.82,-13.92,SI
30.77,-39.23,16.6,SI
71.6,-51.55,27.69,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
30.77,25.75,-49.63,SI
51.57,-25.02,50.55,SI
41.22,-41.21,-2.07,SI
61.7,-55.94,49.19,SI
71.6,-27.52,-7.11,SI
51.57,5.02,-48.35,SI
30.77,33.51,-35.69,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
81.35,-0.24,-24.03,SI
20.54,34.44,-14.69,SI
51.57,-27.95,-22.24,SI
61.7,-52.09,10.63,SI
41.22,-14.67,-30.69,SI
20.54,23.81,-41.87,SI
71.6,-46.7,41.31,SI
51.57,-38.59,-7,SI
71.6,-5.09,-30.75,SI
30.77,-39.18,2.14,SI
30.77,-27.26,20.69,SI
61.7,-4.52,-39.18,SI
81.35,-19.64,-4.3,SI
81.35,-33.04,4.96,SI
61.7,-46.97,64.65,SI
20.54,7.63,-35.92,SI
20.54,-16.13,-4.67,SI
20.54,-27.79,7.33,SI
20.54,-9.52,-13.99,SI
61.7,-16.81,-28.31,SI
51.57,-56.86,49.22,SI
41.22,-24.01,-14.24,SI
30.77,7.86,-43.39,SI
71.6,-41.95,14.43,SI
81.35,-18.27,-7.01,SI
71.6,-40.28,53.23,SI
51.57,-11.88,-38.56,SI
20.54,-26.87,1.22,SI
61.7,2.64,-39.49,SI
41.22,-38.39,31.53,SI
61.7,-29.22,-21.27,SI
20.54,0.11,-26.61,SI
61.7,-51.58,26.3,SI
20.54,-17.35,7.46,SI
71.6,-22.32,-14.67,SI
91.08,-12.29,10.56,SI
41.22,-33.18,41.15,SI
61.7,-33.16,-16.42,SI
30.77,-22.84,-15.29,SI
20.54,-11.72,-12.03,SI
61.7,15.28,-29.05,SI
41.22,-2.09,-40.81,SI
81.35,-33.8,12.41,SI
41.22,-9.31,43.05,SI
81.35,5.82,-13.42,SI
41.22,-53.43,8.61,SI
30.77,36.9,-32.14,SI
81.35,-13.22,-11.59,SI
51.57,-32.36,-17.71,SI
41.22,-10.54,-39.65,SI
61.7,-30.13,65.11,SI
71.6,-39.21,-4.56,SI
51.57,-52.87,15.46,SI
20.54,-15.07,-7.11,SI
41.22,-21.08,-28.21,SI
91.08,-13.24,5.48,SI
30.77,28.36,-39.75,SI
71.6,16.13,-17.52,SI
81.35,-21.19,-1.35,SI
71.6,6.06,-22.71,SI
71.6,-14.22,-19.9,SI
91.08,-12.69,1.23,SI
41.22,20.81,-48.05,SI
30.77,-13.04,21.97,SI
30.77,-25.67,-10.89,SI
81.35,-10.44,-12.79,SI
61.7,-51.88,5.51,SI
41.22,-53.57,23.28,SI
41.22,-20.46,-17.64,SI
81.35,-30.49,65.57,SI
30.77,39.78,-27.99,SI
30.77,-39.62,10.61,SI
41.22,49.84,-17.34,SI
61.7,-36.77,-10.9,SI
30.77,-23.96,27.29,SI
71.6,-12.05,-29.46,SI
81.35,8.19,-12.62,SI
30.77,-7.86,-33.8,SI
81.35,3.22,-14.27,SI
71.6,-34.49,79.15,SI
20.54,23.12,-31.33,SI
71.6,-41.54,5.41,SI
61.7,-41.11,0.19,SI
81.35,-38.45,34.02,SI
20.54,29.26,-25.01,SI
61.7,-13.07,-37.55,SI
41.22,-52.68,3.36,SI
71.6,-41.85,9.77,SI
41.22,-36.33,-13.61,SI
51.57,-3.41,-48.08,SI
41.22,-14.57,40.52,SI
20.54,-9.22,-24.04,SI
71.6,13.67,-19.66,SI
30.77,-49.93,6.94,SI
51.57,-15.72,-29.08,SI
20.54,-13.39,-9.92,SI
41.22,-19.48,36.56,SI
81.35,-16.44,-9.33,SI
30.77,0.29,-43.03,SI
61.7,-52.22,16.26,SI
41.22,33.08,-30.5,SI
71.6,-25.13,-11.03,SI
51.57,-21.72,-26.63,SI
81.35,-5.05,-23.28,SI
41.22,-39.09,-8.33,SI
51.57,27.4,-33.72,SI
51.57,-40.14,52.84,SI
81.35,-32.18,1.81,SI
71.6,-18.37,-18.07,SI
51.57,-63.28,28.95,SI
41.22,24.29,-38.02,SI
30.77,-27.32,-6.72,SI
61.7,-22.98,-25.73,SI
71.6,10.25,-21.6,SI
30.77,-10.05,24.97,SI
51.57,14.19,-39.14,SI
41.22,29.49,-34.06,SI
51.57,-51.99,4.46,SI
30.77,-19.73,-18.89,SI
20.54,-5.25,-25.49,SI
81.35,-33.63,8.67,SI
61.7,9.58,-30.64,SI
41.22,-54.08,14.27,SI
41.22,7.17,-48.94,SI
61.7,-21.81,70.54,SI
51.57,-36.19,-11.99,SI
61.7,-39.17,-5.88,SI
51.57,22.05,-37.02,SI
20.54,-14.85,15.25,SI
30.77,-29.07,-1.92,SI
20.54,26.82,-27.84,SI
81.35,-42.41,23.78,SI
71.6,-40.91,1.15,SI
71.6,0.85,-31.32,SI
30.77,-10.88,-24.2,SI
81.35,-6.82,-13.92,SI
71.6,-51.55,27.69,SI
20.54,-27.43,4.26,SI
30.77,-15.41,-22,SI
71.6,34.96,37.54,SI
30.77,25.75,-49.63,SI
51.57,-25.02,50.55,SI
41.22,-41.21,-2.07,SI
61.7,-55.94,49.19,SI
71.6,-27.52,-7.11,SI
51.57,5.02,-48.35,SI
30.77,33.51,-35.69,SI
51.57,-52.69,9.7,SI
51.57,-51.2,-1.36,SI
81.35,-0.24,-24.03,SI
51.57,-18.37,55.88,SI
81.35,-40.58,54.46,SI
51.57,-27.95,-22.24,SI
61.7,20.07,-26.92,SI
61.7,-52.09,10.63,SI
41.22,-14.67,-30.69,SI
20.54,23.81,-41.87,SI
71.6,-46.7,41.31,SI
51.57,-38.59,-7,SI
71.6,-5.09,-30.75,SI
30.77,-39.18,2.14,SI
91.08,-7.96,-4.41,SI
30.77,-27.26,20.69,SI
91.08,-11.94,-0.27,SI
61.7,-4.52,-39.18,SW
91.08,-5.25,45.24,SW
91.08,5.21,7.67,SW
91.08,5.44,1.5,SW
71.6,-22.32,-14.67,SW
81.35,-13.22,-11.59,SW
71.6,-39.21,-4.56,SW
81.35,22.67,17.48,SW
20.54,-15.07,-7.11,SW
71.6,6.06,-22.71,SW
91.08,5.53,2.22,SW
81.35,23.82,2.52,SW
91.08,-12.96,2.42,SW
91.08,4.31,-2.82,SW
91.08,5.41,0.74,SW
81.35,-6.82,-13.92,SW
91.08,-9.69,-3.22,SW
71.6,-27.52,-7.11,SW
81.35,-0.24,-24.03,SW
71.6,-5.09,-30.75,SW
91.08,-7.96,-4.41,SW
81.35,18.74,-12.74,SW
51.57,31.24,-29.94,SW
61.7,37.1,-18.34,SW
61.7,2.64,-39.49,SW
51.57,-0.03,0.04,SW
81.35,21.06,22.4,SW
61.7,15.28,-29.05,SW
91.08,1.28,14.41,SW
81.35,21.03,-9.69,SW
81.35,22.67,17.48,SW
71.6,38.97,-10.98,SW
71.6,16.13,-17.52,SW
71.6,32.41,7.97,SW
81.35,8.19,-12.62,SW
71.6,13.67,-19.66,SW
91.08,-16.65,44.66,SW
81.35,-5.05,-23.28,SW
81.35,23.53,-0.96,SW
51.57,27.4,-33.72,SW
71.6,29.26,-13.95,SW
61.7,9.58,-30.64,SW
81.35,18.52,26.72,SW
81.35,22.62,-5.51,SW
91.08,4.3,10.08,SW
81.35,23.74,6.18,SW
61.7,20.07,-26.92,SW
81.35,14.87,30.96,SW
81.35,18.74,-12.74,SW
91.08,5.21,7.67,SW
61.7,-1.4,71.61,SW
30.77,9.51,37.16,SK
71.6,6.06,-22.71,SK
91.08,-12.69,1.23,SK
81.35,-10.44,-12.79,SK
71.6,32.41,7.97,SK
81.35,3.22,-14.27,SK
71.6,26.62,-18.32,SK
81.35,14.98,47.04,SW
81.35,23.82,2.52,SK
81.35,23.53,-0.96,SK
61.7,23.29,-23.79,SK
91.08,-13.13,7.63,SK
71.6,10.25,-21.6,SK
81.35,23.67,9.47,SW
91.08,-12.96,2.42,SK
91.08,-10.86,-2.13,SK
91.08,5.04,-1.14,SK
91.08,5.51,3.28,SK
61.7,9.58,-30.64,SK
91.08,-9.03,45.94,SW
91.08,-6.32,-5.08,SK
91.08,5.41,0.74,SK
91.08,-3.48,-5.55,SK
91.08,-9.69,-3.22,SK
91.08,-13.22,3.82,SW
91.08,-4.65,-5.34,SK
71.6,-0.04,0.05,SK
81.35,-0.24,-24.03,SK
91.08,5.27,-0.1,SK
91.08,-7.96,-4.41,SK
91.08,-11.94,-0.27,SK
81.35,18.74,-12.74,SW
51.57,31.24,-29.94,SW
91.08,5.21,7.67,SW
91.08,5.44,1.5,SW
91.08,3.14,12.37,SW
71.6,6.06,-22.71,SW
91.08,-12.17,45.9,SW
81.35,-10.44,-12.79,SW
81.35,3.22,-14.27,SW
81.35,-16.44,-9.33,SW
81.35,-5.05,-23.28,SW
91.08,-13.13,7.63,SW
81.35,-26.04,85.63,SW
81.35,23.67,9.47,SW
61.7,9.58,-30.64,SW
81.35,-6.82,-13.92,SW
61.7,34.47,-24.03,SW
81.35,-0.24,-24.03,SW
61.7,20.07,-26.92,SW
91.08,5.27,-0.1,SW
91.08,-7.96,-4.41,SW
81.35,5.82,-13.42,SW
81.35,-13.22,-11.59,SW
91.08,3.14,12.37,SW
41.22,-4.87,43.26,SW
71.6,13.67,-19.66,SW
81.35,18.52,26.72,SW
91.08,-9.03,45.94,SW
71.6,-40.91,1.15,SW
51.57,46.17,-23.4,SW
71.6,-0.04,0.05,SW
81.35,-0.24,-24.03,SW
91.08,5.27,-0.1,SW
91.08,5.43,5.64,SW
91.08,-11.94,-0.27,SW
81.35,-19.64,-4.3,SW
81.35,18.74,-12.74,SW
81.35,-0.05,0.06,SW
81.35,-18.27,-7.01,SW
91.08,5.44,1.5,SW
91.08,-12.29,10.56,SW
81.35,9.68,-11.26,SW
91.08,1.28,14.41,SW
81.35,-13.22,-11.59,SW
91.08,-0.46,29.79,SW
81.35,22.67,17.48,SW
91.08,-13.24,5.48,SW
71.6,16.13,-17.52,SW
81.35,-21.19,-1.35,SW
81.35,-30.49,65.57,SW
71.6,-12.05,-29.46,SW
81.35,3.22,-14.27,SW
81.35,-5.05,-23.28,SW
91.08,-13.13,7.63,SW
91.08,-10.76,13.38,SW
91.08,-10.86,-2.13,SW
91.08,5.51,3.28,SW
91.08,4.31,-2.82,SW
91.08,-3.48,-5.55,SW
91.08,-0.05,0.06,SW
91.08,-9.69,-3.22,SW
91.08,2.19,-4.93,SW
91.08,4.3,10.08,SW
91.08,5.27,-0.1,SW
91.08,4.7,-2,SW
61.7,-4.52,-39.18,SW
81.35,-19.64,-4.3,SW
81.35,-33.04,4.96,SW
81.35,18.74,-12.74,SW
81.35,-0.05,0.06,SW
81.35,-33.8,12.41,SW
81.35,22.67,17.48,SW
91.08,3.14,12.37,SW
71.6,6.06,-22.71,SW
91.08,-12.69,1.23,SW
91.08,-10.86,-2.13,SW
81.35,-6.82,-13.92,SW
71.6,-46.7,41.31,SW
81.35,-19.64,-4.3,SW
81.35,-0.05,0.06,SW
81.35,-18.27,-7.01,SW
51.57,-0.03,0.04,SW
81.35,5.82,-13.42,SW
91.08,-13.24,5.48,SW
71.6,6.06,-22.71,SW
81.35,-10.44,-12.79,SW
81.35,23.82,2.52,SW
81.35,-16.44,-9.33,SW
81.35,-5.05,-23.28,SW
81.35,23.53,-0.96,SW
61.7,23.29,-23.79,SW
81.35,22.62,-5.51,SW
81.35,23.74,6.18,SW
71.6,-0.04,0.05,SW
91.08,5.27,-0.1,SW
91.08,5.43,5.64,SW
81.35,-19.64,-4.3,SW
81.35,14.87,30.96,SW
20.54,-27.79,7.33,SW
51.57,29.45,64.44,SW
91.08,-12.29,10.56,SW
51.57,-0.48,57.27,SW
41.22,-9.31,43.05,SW
81.35,-13.22,-11.59,SW
81.35,21.03,-9.69,SW
91.08,-0.46,29.79,SW
91.08,-13.24,5.48,SW
71.6,16.13,-17.52,SW
71.6,6.06,-22.71,SW
41.22,-0.03,0.03,SW
91.08,-16.65,44.66,SW
61.7,5.87,68.59,SW
41.22,4.42,40.43,SW
51.57,-6.4,58.71,SW
51.57,5.33,54.9,SW
91.08,4.3,10.08,SW
41.22,9.31,37.8,SW
81.35,-19.64,-4.3,SW
81.35,-33.04,4.96,SW
81.35,14.87,30.96,SW
41.22,22.15,41.13,SW
91.08,-5.25,45.24,SW
30.77,-0.15,26.58,SW
51.57,29.45,64.44,SW
61.7,-1.4,71.61,SW
30.77,9.51,37.16,SW
81.35,21.06,22.4,SW
51.57,-0.48,57.27,SW
81.35,9.68,-11.26,SW
61.7,15.28,-29.05,SW
41.22,-9.31,43.05,SW
81.35,-13.22,-11.59,SW
81.35,21.03,-9.69,SW
81.35,22.67,17.48,SW
71.6,-24.87,85.15,SW
71.6,16.13,-17.52,SW
81.35,-21.19,-1.35,SW
20.54,13.28,18.21,SW
81.35,-30.49,65.57,SW
71.6,32.41,7.97,SW
81.35,-17.25,87.99,SW
71.6,-2.3,85.64,SW
71.6,31.7,17.23,SW
71.6,26.62,-18.32,SW
30.77,13.89,33.8,SW
81.35,14.98,47.04,SW
81.35,23.82,2.52,SW
71.6,13.67,-19.66,SW
20.54,35.15,15.44,SW
61.7,5.87,68.59,SW
81.35,23.53,-0.96,SW
51.57,27.4,-33.72,SW
51.57,-40.14,52.84,SW
51.57,13.12,63.99,SW
71.6,29.26,-13.95,SW
81.35,23.67,9.47,SW
81.35,-33.63,8.67,SW
61.7,-21.81,70.54,SW
91.08,-9.03,45.94,SW
20.54,26.82,-27.84,SW
81.35,-42.41,23.78,SW
30.77,-10.88,-24.2,SW
91.08,-14.67,29.61,SW
41.22,32.37,46.62,SW
61.7,-7.92,73.21,SW
30.77,18.18,30.27,SW
81.35,22.62,-5.51,SW
51.57,5.33,54.9,SW
81.35,23.74,6.18,SW
41.22,9.31,37.8,SW
61.7,20.07,-26.92,SW
71.6,30.67,44.56,SW
51.57,-11.71,58.46,SW
41.22,17.04,45.95,SW
81.35,14.87,30.96,SW
81.35,-18.27,-7.01,SW
61.7,38.67,-11.63,SW
81.35,-13.22,-11.59,SW
71.6,-14.22,-19.9,SW
71.6,32.41,7.97,SW
71.6,26.62,-18.32,SW
81.35,23.82,2.52,SW
81.35,-16.44,-9.33,SW
81.35,-5.05,-23.28,SW
91.08,-12.96,2.42,SW
71.6,34.96,37.54,SW
91.08,-13.22,3.82,SW
81.35,14.87,30.96,SW
81.35,18.74,-12.74,SW
91.08,5.21,7.67,SW
61.7,-1.4,71.61,PU
91.08,5.44,1.5,SW
91.08,-12.29,10.56,SW
81.35,21.06,22.4,SW
51.57,-0.48,57.27,PU
91.08,1.28,14.41,SW
41.22,-9.31,43.05,PU
81.35,5.82,-13.42,SW
81.35,21.03,-9.69,SW
91.08,-0.46,29.79,SW
71.6,-24.87,85.15,PU
91.08,3.14,12.37,SW
71.6,6.06,-22.71,SW
41.22,-4.87,43.26,PU
91.08,3.36,-4.24,SW
81.35,-17.25,87.99,PU
81.35,8.19,-12.62,SW
81.35,3.22,-14.27,SW
71.6,-2.3,85.64,PU
30.77,3.1,25.71,PU
71.6,-15.98,87.62,PU
91.08,-13.13,7.63,SW
81.35,-26.04,85.63,PU
61.7,-14.02,73.17,PU
91.08,5.04,-1.14,SW
51.57,-6.4,58.71,PU
41.22,-0.21,42.37,PU
61.7,-21.81,70.54,PU
91.08,4.31,-2.82,SW
71.6,-9.51,87.14,PU
91.08,-14.67,29.61,SW
61.7,-7.92,73.21,PU
51.57,5.33,54.9,PU
91.08,4.3,10.08,SW
51.57,-18.37,55.88,PU
30.77,-3.32,26.87,PU
91.08,4.7,-2,SW
51.57,-11.71,58.46,PU
71.6,32.41,7.97,SW
61.7,-36.77,-10.9,SW
71.6,-41.54,5.41,SW
71.6,-41.85,9.77,SW
71.6,13.67,-19.66,SW
81.35,23.53,-0.96,SW
81.35,-32.18,1.81,SW
91.08,-13.13,7.63,SW
91.08,-10.76,13.38,SW
81.35,-33.63,8.67,SW
81.35,18.52,26.72,SW
81.35,-42.41,23.78,SW
71.6,-40.91,1.15,SW
61.7,-0.04,0.04,SW
71.6,-51.55,27.69,SW
81.35,22.62,-5.51,SW
71.6,-27.52,-7.11,SW
91.08,4.3,10.08,SW
71.6,-0.04,0.05,SW
51.57,-38.59,-7,SW
91.08,5.43,5.64,SW
81.35,-33.04,4.96,SW
81.35,18.74,-12.74,SW
81.35,-0.05,0.06,SW
51.57,31.24,-29.94,SW
51.57,29.45,64.44,SW
71.6,38.22,29.22,SW
61.7,-29.22,-21.27,SW
61.7,-33.16,-16.42,SW
61.7,15.28,-29.05,SW
81.35,21.03,-9.69,SW
81.35,22.67,17.48,SW
91.08,-13.24,5.48,SW
71.6,6.06,-22.71,SW
71.6,-14.22,-19.9,SW
91.08,-12.69,1.23,SW
81.35,-10.44,-12.79,SW
71.6,32.41,7.97,SW
71.6,-12.05,-29.46,SW
81.35,3.22,-14.27,SW
71.6,31.7,17.23,SW
81.35,23.82,2.52,SW
81.35,-16.44,-9.33,SW
81.35,-5.05,-23.28,SW
81.35,23.53,-0.96,SW
81.35,-32.18,1.81,SW
41.22,24.29,-38.02,SW
71.6,10.25,-21.6,SW
81.35,23.67,9.47,SW
91.08,5.04,-1.14,SW
81.35,-33.63,8.67,SW
81.35,18.52,26.72,SW
91.08,-6.32,-5.08,SW
71.6,-40.91,1.15,SW
61.7,-0.04,0.04,SW
61.7,34.47,-24.03,SW
71.6,-27.52,-7.11,SW
81.35,23.74,6.18,SW
71.6,-0.04,0.05,SW
71.6,-46.7,41.31,SW
61.7,-4.52,-39.18,SW
81.35,-33.04,4.96,SW
81.35,18.74,-12.74,SW
81.35,-21.19,-1.35,SW
91.08,-12.69,1.23,SW
81.35,-30.49,65.57,SW
61.7,49.67,10.71,SW
81.35,23.67,9.47,SW
61.7,-0.04,0.04,SW
81.35,-6.82,-13.92,SW
71.6,34.96,37.54,SW
61.7,20.07,-26.92,SW
61.7,-4.52,-39.18,SW
81.35,14.87,30.96,SW
20.54,-16.13,-4.67,SW
20.54,-9.52,-13.99,SW
61.7,46.38,35.47,SW
30.77,7.86,-43.39,SW
61.7,37.1,-18.34,SW
71.6,38.22,29.22,SW
61.7,2.64,-39.49,SW
61.7,-29.22,-21.27,PU
91.08,5.44,1.5,SW
71.6,-22.32,-14.67,SW
61.7,-33.16,-16.42,SW
51.57,-0.48,57.27,SW
71.6,32.18,12.57,SW
81.35,-33.8,12.41,SW
81.35,-13.22,-11.59,SW
51.57,40.53,69.04,SW
91.08,-0.46,29.79,SW
91.08,3.14,12.37,SW
91.08,-13.24,5.48,SW
71.6,16.13,-17.52,SW
91.08,-12.69,1.23,SW
81.35,-10.44,-12.79,SW
71.6,40.04,-2.7,SW
41.22,-20.46,-17.64,SW
71.6,32.41,7.97,SW
30.77,-23.96,27.29,SW
71.6,-2.3,85.64,SW
81.35,-38.45,34.02,SW
81.35,14.98,47.04,SW
61.7,48.53,25.92,SW
61.7,5.87,68.59,SW
71.6,-25.13,-11.03,SW
91.08,-13.13,7.63,SW
81.35,-26.04,85.63,SW
71.6,29.26,-13.95,SW
91.08,-10.86,-2.13,SW
81.35,-33.63,8.67,SW
61.7,9.58,-30.64,SW
81.35,18.52,26.72,SW
81.35,-42.41,23.78,SW
71.6,0.85,-31.32,SW
91.08,-14.67,29.61,SW
30.77,-15.41,-22,SW
61.7,-55.94,49.19,SW
81.35,22.62,-5.51,SW
81.35,23.74,6.18,SW
81.35,-0.24,-24.03,SW
51.57,-38.59,-7,SW
71.6,30.67,44.56,SW
81.35,-19.64,-4.3,SW
91.08,-5.25,45.24,SW
91.08,5.21,7.67,SW
71.6,38.22,29.22,SW
91.08,5.44,1.5,SW
71.6,-22.32,-14.67,SW
91.08,-12.29,10.56,SW
81.35,21.06,22.4,SW
81.35,9.68,-11.26,SW
91.08,1.28,14.41,SW
81.35,5.82,-13.42,SW
81.35,-13.22,-11.59,SW
81.35,21.03,-9.69,SW
91.08,-0.46,29.79,SW
81.35,22.67,17.48,SW
91.08,3.14,12.37,SW
91.08,-13.24,5.48,SW
71.6,16.13,-17.52,SW
71.6,6.06,-22.71,SW
91.08,3.36,-4.24,SW
91.08,-12.69,1.23,SW
81.35,-10.44,-12.79,SW
81.35,-30.49,65.57,SW
91.08,5.53,2.22,SW
71.6,-12.05,-29.46,SW
81.35,8.19,-12.62,SW
71.6,-41.54,5.41,SW
71.6,26.62,-18.32,SW
71.6,13.67,-19.66,SW
81.35,-16.44,-9.33,SW
91.08,-16.65,44.66,SW
81.35,-5.05,-23.28,SW
81.35,23.53,-0.96,SW
81.35,-32.18,1.81,SW
61.7,23.29,-23.79,SW
91.08,-13.13,7.63,SW
71.6,-18.37,-18.07,SW
91.08,-10.76,13.38,SW
71.6,10.25,-21.6,SW
91.08,-12.96,2.42,SW
91.08,-10.86,-2.13,SW
81.35,-33.63,8.67,SW
91.08,5.51,3.28,SW
81.35,18.52,26.72,SW
91.08,-6.32,-5.08,SW
81.35,-42.41,23.78,SW
91.08,5.41,0.74,SW
91.08,-14.67,29.61,SW
91.08,2.95,-4.85,SW
61.7,-0.04,0.04,SW
91.08,-3.48,-5.55,SW
91.08,-0.05,0.06,SW
91.08,-9.69,-3.22,SW
91.08,4.3,10.08,SW
81.35,23.74,6.18,SW
91.08,-13.22,3.82,SW
71.6,-0.04,0.05,SW
91.08,5.54,4.46,SW
81.35,-0.24,-24.03,SW
91.08,5.27,-0.1,SW
91.08,4.7,-2,SW
91.08,-7.96,-4.41,SW
91.08,-11.94,-0.27,SW
81.35,-19.64,-4.3,SW
61.7,49.38,2.78,SW
61.7,37.1,-18.34,SW
71.6,-22.32,-14.67,SW
61.7,15.28,-29.05,SW
81.35,22.67,17.48,SW
71.6,32.41,7.97,SW
71.6,31.7,17.23,SW
81.35,23.82,2.52,SW
81.35,-16.44,-9.33,SW
81.35,23.53,-0.96,SW
61.7,23.29,-23.79,SW
81.35,23.18,13.11,SW
71.6,29.26,-13.95,SW
91.08,-12.96,2.42,SW
81.35,-33.63,8.67,SW
61.7,9.58,-30.64,SW
91.08,-6.32,-5.08,SW
91.08,-14.67,29.61,SW
81.35,-6.82,-13.92,SW
71.6,34.96,37.54,SW
81.35,22.62,-5.51,SW
81.35,23.74,6.18,SW
81.35,-0.24,-24.03,SW
51.57,59.36,19.67,SW
91.08,-11.94,-0.27,SW
20.54,24.14,-14.33,SW
81.35,14.87,30.96,SW
30.77,47.63,5.24,SW
81.35,18.74,-12.74,SW
61.7,49.38,2.78,SW
51.57,31.24,-29.94,SW
61.7,40.07,-3.44,SW
51.57,29.45,64.44,SW
61.7,37.1,-18.34,SW
71.6,38.22,29.22,SW
81.35,21.06,22.4,SW
81.35,9.68,-11.26,SW
61.7,15.28,-29.05,SW
61.7,38.67,-11.63,SW
81.35,22.67,17.48,SW
71.6,38.97,-10.98,SW
41.22,46.93,-24.7,SW
30.77,28.36,-39.75,SW
41.22,-4.87,43.26,SW
41.22,36.48,-25.75,SW
71.6,40.04,-2.7,SW
81.35,-30.49,65.57,SW
71.6,32.41,7.97,SW
41.22,49.84,-17.34,SW
81.35,3.22,-14.27,SW
71.6,31.7,17.23,SW
71.6,26.62,-18.32,SW
30.77,13.89,33.8,SW
81.35,14.98,47.04,SW
61.7,49.67,10.71,SW
81.35,-16.44,-9.33,SW
81.35,23.53,-0.96,SW
61.7,23.29,-23.79,SW
81.35,23.18,13.11,SW
41.22,24.29,-38.02,SW
71.6,10.25,-21.6,SW
71.6,29.26,-13.95,SW
81.35,23.67,9.47,SW
51.57,-6.4,58.71,SW
91.08,5.51,3.28,SW
51.57,22.05,-37.02,SW
20.54,26.82,-27.84,SW
61.7,29.38,64.4,SW
51.57,46.17,-23.4,SW
61.7,34.47,-24.03,SW
61.7,-7.92,73.21,SW
81.35,22.62,-5.51,SW
81.35,23.74,6.18,SW
30.77,33.51,-35.69,SW
61.7,20.07,-26.92,SW
71.6,30.67,44.56,SW
61.7,-4.52,-39.18,SW
81.35,18.74,-12.74,SW
91.08,-5.25,45.24,SW
91.08,5.21,7.67,SW
81.35,-18.27,-7.01,SW
61.7,-29.22,-21.27,SW
91.08,5.44,1.5,SW
71.6,-22.32,-14.67,SW
91.08,-12.29,10.56,SW
81.35,9.68,-11.26,SW
91.08,1.28,14.41,SW
81.35,-33.8,12.41,SW
81.35,5.82,-13.42,SW
81.35,-13.22,-11.59,SW
81.35,22.67,17.48,SW
71.6,38.97,-10.98,SW
91.08,3.14,12.37,SW
91.08,-13.24,5.48,SW
30.77,28.36,-39.75,SW
71.6,16.13,-17.52,SW
81.35,-21.19,-1.35,SW
71.6,6.06,-22.71,SW
71.6,-14.22,-19.9,SW
91.08,-12.17,45.9,SW
91.08,3.36,-4.24,SW
91.08,-12.69,1.23,SW
81.35,-10.44,-12.79,SW
71.6,40.04,-2.7,SW
61.7,-36.77,-10.9,SW
71.6,-12.05,-29.46,SW
81.35,3.22,-14.27,SW
71.6,31.7,17.23,SW
71.6,26.62,-18.32,SW
71.6,13.67,-19.66,SW
81.35,-16.44,-9.33,SW
51.57,19.79,58.75,SW
81.35,-5.05,-23.28,SW
51.57,27.4,-33.72,SW
71.6,-15.98,87.62,SW
81.35,23.18,13.11,SW
51.57,48.98,-15.95,SW
81.35,-26.04,85.63,SW
81.35,23.67,9.47,SW
91.08,-10.86,-2.13,SW
91.08,5.04,-1.14,SW
91.08,5.51,3.28,SW
51.57,35.21,-24.66,SW
71.6,32.47,2.76,SW
91.08,-6.32,-5.08,SW
71.6,0.85,-31.32,SW
81.35,-6.82,-13.92,SW
51.57,46.17,-23.4,SW
61.7,34.47,-24.03,SW
81.35,22.62,-5.51,SW
71.6,-27.52,-7.11,SW
91.08,4.3,10.08,SW
81.35,23.74,6.18,SW
