1	258
2	14
1048596	11
9	15
15	8
18	9
22	6
23	4
26	7
27	4
1048588	5
1048589	2
31	3
43	2
49	2
51	6
1048612	7
54	6
55	12
56	4
63	5
70	3
1048667	3
1048668	248
1048669	3
78	4
1048642	6
98	2
1048691	3
1048699	5
1048703	2
115	3
118	3
121	2
125	2
127	2
1048721	3
130	4
141	2
148	4
152	2
1048714	11
154	4
155	34
157	13
162	3
163	5
1048764	6
176	67
177	2
180	13
1048743	3
184	40
1048745	15
1048746	5
1048784	2
196	34
202	8
208	8
210	3
1048779	3
223	2
1048818	7
226	2
1048821	2
1048822	140
242	2
1048849	6
1048863	5
282	6
1048887	6
1048895	2
1048865	3
1048867	5
307	49
314	5
315	100
316	6
321	62
322	8
323	2
326	4
1048922	8
1048897	2
1048899	2
1048900	14
1048946	5
357	6
361	4
362	5
1048955	3
364	2
1048932	2
375	23
376	22
1048937	2
379	2
1048943	3
1048980	5
1048991	20
1048969	2
1048970	103
1048972	9
417	5
1049011	12
1049017	3
1049023	2
1048992	4
1048995	16
1048999	32
460	73
461	207
468	4
1049028	6
482	15
485	3
486	34
490	22
494	2
1049057	2
501	2
502	9
508	4
513	13
514	12
1049106	2
519	7
522	17
537	12
1049097	2
538	4
1049136	6
1049137	3
1049138	6
1049141	5
1049121	9
1049122	43
1049129	28
1049130	18
1049131	36
580	6
1049172	31
1049176	2
1049177	27
1049179	2
588	2
597	2
1049161	2
1049165	2
607	2
1049167	5
613	775
614	28
621	7
1049185	7
627	3
1049189	2
630	16
1049190	2
1049191	4
634	4
1049194	2
638	63
639	8
643	2
1049235	3
1049239	6
1049240	6
654	38
1049246	2
666	13
667	5
675	10
1049276	31
1049278	14
1049248	6
690	8
1049297	29
1049301	6
710	7
1049305	19
1049281	2
1049284	28
727	6
733	3
736	9
1049329	2
1049331	2
742	4
1049341	3
753	2
1049317	13
760	2
1049323	21
764	2
766	142
1049327	2
773	31
774	146
780	107
781	72
782	36
1049375	2
785	36
1049347	2
807	15
1049403	5
811	2
1049383	2
823	8
834	18
835	6
1049430	2
1049431	131
1049439	5
1049410	3
1049418	2
1049463	6
876	9
879	2
880	2
889	3
890	2
1049451	4
1049455	9
1049494	8
906	2
1049503	4
914	3
917	3
918	30
919	3
1049480	5
1049484	3
926	8
928	62
937	4
939	9
948	4
962	3
963	3
964	2
969	6
974	7
982	25
992	2
1049588	27
1049589	36
1049593	7
1049595	16
1049596	34
1049597	20
1013	2
1049580	11
1049581	24
1028	3
1049620	11
1049622	2
1049624	5
1049625	3
1049626	3
1049627	5
1037	5
1049600	26
1052	3
1057	2
1049649	5
1049650	4
1071	6
1078	71
1049638	8
1090	2
1092	15
1049685	2
1049691	4
1049694	5
1119	2
1137	2
1153	3
1166	2
1049729	4
1049736	2
1049740	119
1181	2
1049781	3
1049782	2
1049783	2
1049767	7
1049813	2
1049815	6
1049818	7
1226	60
1227	2
1228	203
1236	129
1049805	2
1247	2
1248	73
1251	9
1252	51
1255	4
1258	2
1273	4
1277	17
1284	4
1291	3
1049887	21
1300	14
1049861	2
1313	9
1049909	52
1049913	18
1049917	41
1049888	79
1049890	2
1049895	7
1049901	2
1049937	2
1049940	3
1049941	20
1356	2
1049949	4
1362	2
1049929	26
1370	3
1049935	7
1379	335
1381	8
1389	24
1049956	2
1400	3
1401	12
1404	34
1049964	3
1408	8
1412	6
1420	3
1050015	4
1426	4
1430	3
1437	9
1050039	118
1050047	2
1456	6
1464	4
1466	4
1050069	3
1480	3
1050072	2
1050079	4
1050050	2
1050052	29
1050058	2
1050060	20
1050100	3
1509	3
1050103	9
1050105	4
1515	2
1050083	3
1050084	15
1050086	4
1531	3
1532	321
1534	18
1050133	4
1542	20
1050138	2
1553	16
1554	15
1557	39
1558	2
1561	38
1050162	2
1573	11
1579	4
1050173	7
1583	2
1584	2
1050144	4
1050149	3
1590	23
1050194	68
1050196	18
1609	2
1050204	2
1050178	4
1619	5
1050235	21
1050215	45
1050216	3
1659	2
1050219	13
1050223	35
1050259	2
1668	6
1050241	16
1684	161
1685	46
1050245	3
1050247	2
1050249	2
1692	12
1698	4
1701	4
1705	3
1706	10
1709	5
1710	10
1714	7
1050279	2
1050281	3
1726	4
1050321	6
1732	3
1734	3
1050328	2
1737	10
1738	19
1739	2
1746	8
1753	3
1050352	32
1761	7
1050355	43
1050347	3
1798	2
1050394	2
1804	3
1050370	6
1813	2
1050380	2
1050419	20
1831	3
1050427	8
1836	166
1837	2
1844	15
1847	3
1849	54
1852	2
1853	6
1856	6
1857	2
1050454	2
1866	2
1875	2
1876	24
1880	16
1881	21
1882	6
1883	20
1894	3
1897	2
1900	3
1901	2
1050464	2
1930	2
1050527	2
1935	4
1941	6
1050503	2
1050504	256
1050505	2
1949	3
1950	2
1050550	8
1050557	2
1970	2
1050535	4
1975	2
1050579	2
1050581	11
1990	2
1050582	3
1991	3
2007	9
2011	19
2014	92
1050615	2
2024	5
1050600	4
2063	2
1050655	5
1050680	21
2092	2
1050687	17
1050657	36
1050658	21
2115	4
1050718	2
1050688	26
1050689	6
1050699	14
2142	377
1050703	6
1050736	2
2147	3
2153	152
2155	48
2156	142
1050734	8
2174	100
1050735	2
2175	8
1050768	5
1050771	2
1050773	2
2181	37
1050779	2
1050782	2
1050757	2
1050758	2
1050760	2
2203	5
1050767	4
2207	3
2213	2
1050806	62
1050808	116
2219	5
1050791	4
1050798	3
1050832	3
2241	5
1050835	12
1050847	4
1050816	25
2265	2
1050827	6
1050828	15
1050831	8
1050871	4
2287	3
1050853	8
2296	83
2297	12
1050857	11
1050861	3
2313	82
2317	95
2320	2
2321	15
2322	3
2330	5
1050891	2
1050893	8
2349	8
2358	2
1050960	4
1050961	28
1050969	18
2393	7
2398	2
1050959	57
1050992	2
1051000	2
1051006	19
1050980	3
2421	7
1050981	7
1050984	6
1050988	5
1050991	8
1051024	8
1051037	3
2449	166
1051010	15
2456	37
2457	123
2463	92
2464	82
2465	47
2468	43
1051044	5
1051046	4
2490	23
2494	2
1051089	2
1051093	3
2506	10
1051101	3
2517	10
2518	3
1051120	2
1051132	2
1051135	42
1051107	2
1051112	14
1051117	6
2559	9
2563	4
1051159	2
2572	4
2573	3
1051137	2
1051144	4
1051145	20
2589	2
1051184	3
2597	2
1051190	2
1051192	7
2600	4
2601	559
1051197	5
2612	122
2614	59
2615	64
2620	2
2622	4
2631	2
2633	20
2634	22
2640	36
2646	3
1051213	5
2662	23
2666	7
2667	3
2672	5
2678	7
1051243	5
1051286	3
2695	4
2700	10
1051292	19
1051294	2
1051265	2
1051267	6
1051270	4
1051273	124
1051312	3
2724	7
1051320	4
1051327	2
1051300	2
1051301	26
2746	7
1051306	2
1051311	4
2757	4
2758	2
1051351	4
2761	90
1051358	4
1051336	20
1051338	2
2783	4
1051379	2
2788	3
2790	2
2802	12
2803	4
1051363	2
1051364	2
2806	2
1051369	3
1051372	7
1051410	2
1051416	67
2826	2
1051423	2
2834	2
2839	11
1051441	5
1051446	59
2861	5
2863	2
1051435	91
2876	2
1051437	5
2882	3
2885	2
2894	3
2910	3
2911	2
2913	66
2914	29
2936	12
2943	10
2944	12
2945	2
2955	11
2959	15
1051526	3
1051528	12
2969	2
1051571	45
1051573	27
1051579	3
1051581	2
2990	6
2991	7
2992	2
1051555	2
3003	2
1051600	33
3014	4
1051612	24
3023	2
3024	6
3029	3
1051592	52
1051593	2
3035	2
1051596	11
3038	3
1051636	3
3047	6
1051618	18
3060	4
3061	141
1051622	3
1051624	2
1051626	4
3068	99
3069	95
3075	50
3076	102
3077	91
1051670	2
3080	78
1051658	3
3100	2
3102	14
3104	2
1051698	6
3106	8
1051705	2
3118	19
3129	7
3130	3
1051729	16
1051732	135
1051743	2
1051713	2
1051722	2
1051760	4
3171	10
3173	2
3174	5
3175	3
1051770	6
3184	3
3185	5
1051751	5
3201	2
1051795	2
1051796	5
3209	3
3212	3
3214	509
3215	5
3222	31
1051786	3
3228	23
3229	2
3231	3
3235	2
3236	2
3239	19
1051831	5
3240	2
3255	23
1051817	2
3267	3
3268	8
3276	3
1051841	3
3282	2
3283	2
3291	3
1051888	15
1051896	21
3311	2
1051875	42
1051880	14
1051882	2
1051886	4
3328	6
1051920	8
1051923	2
3337	5
3338	2
1051934	2
3343	5
1051904	15
1051908	13
1051913	11
3354	3
1051914	3
1051916	5
1051952	3
3361	4
3365	3
3368	23
3369	5
1051961	3
3370	3
3373	17
1051965	2
1051966	2
3376	2
3378	2
1051939	2
1051941	9
1051946	4
3389	2
1051984	3
3393	2
1051985	2
3397	2
3400	12
3401	4
1051969	6
1051970	7
3414	2
1051974	2
3415	22
3416	2
3419	3
1051980	2
1051981	4
1052017	2
3433	3
1052030	5
1052031	10
3446	3
1052009	3
3451	5
1052011	3
3453	5
1052014	2
1052052	2
1052059	2
1052062	4
1052032	62
3475	2
1052035	2
1052040	3
1052081	15
1052085	2
3494	2
3499	2
3502	3
1052095	20
1052064	14
1052065	2
3510	2
3516	2
1052077	14
3519	8
3524	46
1052117	2
3525	3
3526	6
3532	2
1052100	2
3540	8
3548	33
3552	6
1052148	2
3556	2
3557	17
3560	19
3567	5
1052132	2
1052136	4
3578	11
3585	4
1052181	26
3590	3
1052188	2
3596	2
3600	5
1052164	2
3605	6
3609	6
3610	4
3611	6
1052172	6
3614	7
1052211	29
3625	11
3628	3
1052200	58
3641	4
1052202	3
1052206	14
3655	2
3661	3
3672	176
3680	10
3685	5
3689	2
3691	19
3692	2
3693	9
3702	24
3712	3
3716	7
3717	4
3718	5
3719	2
1052291	2
1052293	7
3733	4
3736	6
3737	3
3740	2
1052342	21
1052351	5
1052334	82
1052335	2
3782	3
3784	3
3785	2
1052378	5
1052380	9
1052353	47
1052354	2
1052355	2
3795	2
1052364	36
3806	3
1052402	9
3811	4
3827	55
3828	11
3829	5
3832	2
3837	28
1052399	2
3849	7
3852	6
1052446	8
1052447	4
3859	46
3860	10
3874	14
3875	5
1052469	3
3878	6
3892	2
3904	2
3905	15
3912	11
3914	2
3922	3
3928	2
1052490	2
1052494	150
1052537	2
3957	6
3958	2
1052521	4
3975	7
1052569	8
3979	487
1052572	5
3980	2
3987	63
3993	46
3994	4
3995	2
3996	2
3998	3
4000	2
4004	12
4020	24
4033	6
4047	4
4048	3
1052618	2
1052656	6
1052657	31
1052660	22
4076	2
1052670	2
1052640	261
1052641	3
1052648	52
4089	2
1052651	5
4093	8
1052653	53
1052654	9
4102	5
4103	3
1052698	11
4108	7
1052701	3
1052672	2
1052673	2
4119	4
1052679	3
1052680	35
1052684	35
1052685	9
4126	4
1052686	19
1052687	26
4130	5
4136	38
4137	90
4138	7
1052734	2
1052705	7
4160	17
1052753	6
1052754	3
4168	7
4169	4
4172	21
1052739	4
4179	5
4183	5
1052745	5
4190	21
1052793	2
1052794	194
4212	15
4214	18
4215	2
4221	8
4223	7
1052819	2
4233	13
4237	4
1052801	68
1052802	15
1052808	9
4248	3
1052809	7
1052810	28
1052811	6
1052813	15
4253	7
1052815	4
1052849	5
1052851	7
1052861	8
1052863	2
4273	3
1052835	2
1052837	2
1052839	13
1052844	8
4285	404
4286	152
1052847	2
